node,degree,clustering,avg_neighbor_degree,ego_edges,anomaly_score,decision_function
274,23,0.4743083003952569,65.8695652173913,166,-1,0.2633777837264815
268,37,0.32882882882882886,77.45945945945945,287,-1,0.263314807701328
403,20,0.43137254901960786,67.55,98,-1,0.2632768332512372
485,30,0.4470899470899471,66.93333333333334,224,-1,0.26305956967529603
508,34,0.41889483065953653,75.91176470588235,295,-1,0.26298039618336
123,36,0.36541889483065954,81.80555555555556,272,-1,0.2629487259832838
91,31,0.43103448275862066,71.03225806451613,234,-1,0.26279424808826396
311,36,0.3396825396825397,65.02777777777777,274,-1,0.26254464839882424
328,21,0.4327485380116959,56.714285714285715,110,-1,0.2624414141997688
649,12,0.4,63.666666666666664,37,-1,0.26237390569589036
149,30,0.32275132275132273,64.23333333333333,175,-1,0.262313668010195
336,37,0.4235294117647059,80.05405405405405,322,-1,0.26227105640208764
980,12,0.4,66.75,38,-1,0.262233424348548
593,42,0.3681765389082462,63.76190476190476,396,-1,0.26222365506034784
588,24,0.48917748917748916,60.833333333333336,155,-1,0.2621165174729423
347,26,0.322463768115942,69.88461538461539,137,-1,0.26191034431359517
262,28,0.32,64.53571428571429,153,-1,0.2618485415639057
497,17,0.3382352941176471,64.58823529411765,76,-1,0.26182301855357204
754,28,0.3968253968253968,57.32142857142857,200,-1,0.2618085750548616
325,29,0.358974358974359,81.03448275862068,177,-1,0.26167963367525526
317,24,0.4384057971014493,57.041666666666664,164,-1,0.2616627848421726
607,33,0.3465909090909091,81.57575757575758,243,-1,0.26164117494145245
139,40,0.37980085348506404,66.2,339,-1,0.2616268550778019
257,19,0.4502923976608187,65.6842105263158,115,-1,0.2614844179204598
892,23,0.3952380952380952,80.08695652173913,123,-1,0.26130931542699476
235,24,0.47101449275362317,67.04166666666667,177,-1,0.2612512623826126
73,31,0.3694581280788177,56.41935483870968,198,-1,0.26124441995491715
345,28,0.4553846153846154,73.14285714285714,199,-1,0.2612257576467517
545,25,0.49,66.32,195,-1,0.261151919272831
297,19,0.4678362573099415,60.36842105263158,114,-1,0.2610904645654985
585,13,0.38181818181818183,59.46153846153846,41,-1,0.261064242270271
291,29,0.4444444444444444,77.82758620689656,206,-1,0.26104652176648674
200,36,0.43493761140819964,61.52777777777778,310,-1,0.261038080591939
956,15,0.4857142857142857,64.66666666666667,78,-1,0.2610285394912247
244,28,0.4553846153846154,72.78571428571429,197,-1,0.26101959695221166
667,30,0.36091954022988504,82.16666666666667,211,-1,0.2609934749911504
872,13,0.3333333333333333,65.61538461538461,51,-1,0.26044382078200445
75,22,0.3368421052631579,56.09090909090909,103,-1,0.26042465600029874
140,41,0.3940620782726046,65.3170731707317,366,-1,0.2603936593435547
148,20,0.33986928104575165,66.2,88,-1,0.2603624679424866
88,33,0.4236559139784946,80.27272727272727,255,-1,0.25995611163670257
324,19,0.3333333333333333,62.73684210526316,89,-1,0.25992684318199183
643,13,0.3333333333333333,66.0,49,-1,0.2598897908190875
505,13,0.46153846153846156,63.30769230769231,60,-1,0.2598527780551783
448,41,0.38866396761133604,63.292682926829265,363,-1,0.2597909860779592
528,12,0.4444444444444444,65.33333333333333,41,-1,0.25967943710445496
125,29,0.47863247863247865,71.55172413793103,220,-1,0.25964275861510516
94,44,0.38443670150987225,64.72727272727273,411,-1,0.25962210586124074
8,37,0.4470588235294118,71.51351351351352,333,-1,0.2595590611029162
532,21,0.4444444444444444,72.19047619047619,113,-1,0.2594730276553507
963,42,0.391025641025641,81.54761904761905,383,-1,0.25944321477606613
504,44,0.37282229965156793,63.0,397,-1,0.2591007360148572
599,14,0.4175824175824176,68.78571428571429,66,-1,0.2589544393327459
644,17,0.4,80.0,71,-1,0.2589212296499146
728,16,0.49166666666666664,61.8125,88,-1,0.25888073778637266
225,30,0.4576719576719577,78.93333333333334,223,-1,0.258858304029153
478,42,0.3769230769230769,82.4047619047619,371,-1,0.2587943401001424
813,24,0.427536231884058,53.625,164,-1,0.2584712201606654
380,42,0.4025641025641026,61.30952380952381,390,-1,0.25833957680418346
119,14,0.43956043956043955,62.57142857142857,68,-1,0.25822341744071586
120,19,0.3088235294117647,67.63157894736842,77,-1,0.2581852625104088
242,34,0.4274193548387097,83.47058823529412,273,-1,0.25808956509403974
816,23,0.47619047619047616,53.91304347826087,139,-1,0.2577079586319344
400,39,0.37237237237237236,85.64102564102564,320,-1,0.2576313110318975
753,21,0.49122807017543857,55.523809523809526,120,-1,0.25762151938863265
710,20,0.43137254901960786,53.5,97,-1,0.25756226296719653
229,33,0.3225806451612903,80.78787878787878,210,-1,0.25753351977151945
227,20,0.3333333333333333,73.45,84,-1,0.2574916684238987
389,45,0.3864894795127353,64.24444444444444,430,-1,0.2574186691744292
661,45,0.34219269102990035,64.0,387,-1,0.2573961706642802
621,17,0.38235294117647056,78.11764705882354,85,-1,0.25723958638390887
100,41,0.3117408906882591,66.5609756097561,306,-1,0.2572047469654573
134,25,0.28063241106719367,64.16,113,-1,0.2570180093220368
108,43,0.31585365853658537,70.51162790697674,334,-1,0.2569721925572307
50,17,0.5047619047619047,57.588235294117645,78,-1,0.2567678804167264
515,45,0.3289036544850498,68.4,379,-1,0.2565043388508817
666,24,0.47186147186147187,82.70833333333333,150,-1,0.2562260828432613
353,43,0.3170731707317073,76.55813953488372,335,-1,0.2557262871994787
776,30,0.4973544973544973,60.833333333333336,241,-1,0.2556856284907653
205,31,0.46881720430107526,69.12903225806451,276,-1,0.25563181240923494
535,10,0.4888888888888889,58.7,40,-1,0.25555030844019294
402,10,0.32142857142857145,68.0,25,-1,0.2553163893222969
224,15,0.3974358974358974,85.33333333333333,55,-1,0.2550975195471392
292,38,0.38412698412698415,86.1842105263158,309,-1,0.2549375933627928
66,36,0.28520499108734404,64.27777777777777,223,-1,0.25492772886920734
368,47,0.3838383838383838,77.14893617021276,471,-1,0.25492372005642017
237,31,0.47044334975369456,76.25806451612904,248,-1,0.25490482082259197
719,15,0.5256410256410257,61.8,68,-1,0.2547806989916965
706,12,0.30303030303030304,57.333333333333336,42,-1,0.2544185788686538
543,43,0.3,74.44186046511628,320,-1,0.25438929212930517
287,22,0.4675324675324675,85.0,147,-1,0.25427392768024926
288,40,0.29871977240398295,73.7,277,-1,0.2540527293372808
289,8,0.35714285714285715,63.375,26,-1,0.2540155033276129
24,40,0.38549075391180654,58.0,341,-1,0.2539436210350383
307,24,0.2813852813852814,58.916666666666664,105,-1,0.2536722297570074
298,16,0.325,79.25,68,-1,0.2536616202351809
161,43,0.3621951219512195,83.86046511627907,372,-1,0.25363855697084414
655,32,0.296551724137931,72.4375,189,-1,0.25349460771423626
914,23,0.5476190476190477,65.8695652173913,157,-1,0.2534678960618733
293,22,0.5263157894736842,55.22727272727273,136,-1,0.25335412932639945
164,48,0.33816425120772947,71.10416666666667,439,-1,0.253339658890054
204,37,0.4722689075630252,66.05405405405405,347,-1,0.25330619440027935
284,44,0.29965156794425085,71.0909090909091,336,-1,0.25329280285903016
53,40,0.30256410256410254,80.675,313,-1,0.2532424524086051
98,25,0.525691699604743,70.76,177,-1,0.2532387683350803
896,32,0.40229885057471265,87.09375,234,-1,0.2531930454270484
554,13,0.4909090909090909,55.46153846153846,48,-1,0.2530880221039907
529,37,0.45546218487394957,59.08108108108108,335,-1,0.2530013732762757
623,12,0.28888888888888886,60.916666666666664,30,-1,0.2529083843069753
315,8,0.39285714285714285,58.875,26,-1,0.25280458773594583
45,48,0.3710144927536232,75.625,469,-1,0.2525327986760398
72,8,0.42857142857142855,64.75,25,-1,0.25239237550376054
572,26,0.391304347826087,87.8076923076923,152,-1,0.2523680619380411
849,8,0.4,64.25,18,-1,0.2523514836014823
101,29,0.3162393162393162,54.10344827586207,163,-1,0.2521322272201221
556,10,0.35714285714285715,54.9,27,-1,0.25207040096437044
304,31,0.3866995073891626,90.58064516129032,212,-1,0.25203410173982405
39,36,0.48128342245989303,71.44444444444444,337,-1,0.25183867681612127
15,52,0.3526530612244898,77.17307692307692,526,-1,0.2517586297115655
49,15,0.47435897435897434,52.8,59,-1,0.2516382196315494
216,29,0.5185185185185185,77.86206896551724,236,-1,0.25161847208270116
186,31,0.37438423645320196,87.51612903225806,202,-1,0.25155899764581746
913,21,0.40476190476190477,50.23809523809524,120,-1,0.2514614430302287
729,8,0.39285714285714285,73.125,26,-1,0.2514570654369711
126,35,0.4981060606060606,69.05714285714286,327,-1,0.25131493095663066
789,11,0.2909090909090909,74.0,36,-1,0.2512580964319099
199,51,0.34778911564625853,75.2156862745098,500,-1,0.2512147213032274
600,13,0.5454545454545454,59.53846153846154,51,-1,0.2512025692493753
220,18,0.35833333333333334,84.5,76,-1,0.25113142180226455
510,22,0.5526315789473685,60.09090909090909,144,-1,0.25110013815834126
381,35,0.4128787878787879,55.22857142857143,281,-1,0.25085495324578067
756,26,0.2717391304347826,70.26923076923077,120,-1,0.2508238010711397
536,14,0.3516483516483517,83.57142857142857,57,-1,0.25077816142024273
264,38,0.4587301587301587,60.973684210526315,354,-1,0.2506353807618244
158,49,0.3829787234042553,80.53061224489795,505,-1,0.2506270074680539
239,11,0.4727272727272727,77.54545454545455,48,-1,0.25058384517060994
407,27,0.4444444444444444,53.96296296296296,205,-1,0.25054760306548757
610,18,0.2916666666666667,77.33333333333333,63,-1,0.2505249866756341
370,36,0.42698412698412697,55.55555555555556,338,-1,0.2504613781072556
159,38,0.4523809523809524,83.28947368421052,357,-1,0.25035683480776594
734,14,0.34065934065934067,82.64285714285714,58,-1,0.2501698677260798
521,16,0.25833333333333336,62.375,61,-1,0.25014243198017033
312,29,0.3645320197044335,90.96551724137932,200,-1,0.2500389890317405
243,53,0.3341176470588235,72.88679245283019,525,-1,0.24999585528538032
431,25,0.4268774703557312,90.2,152,-1,0.2498945197717633
320,50,0.37145390070921985,63.9,509,-1,0.24958881363223612
25,33,0.48295454545454547,80.24242424242425,315,-1,0.24955200230898883
330,11,0.3611111111111111,51.90909090909091,31,-1,0.2494907490479883
555,16,0.5166666666666667,73.0,92,-1,0.24929787676240506
654,38,0.2802275960170697,78.44736842105263,265,-1,0.24923106870493394
765,20,0.5526315789473685,66.25,142,-1,0.24902421066278813
234,51,0.35714285714285715,83.3921568627451,513,-1,0.24878547505985238
124,44,0.29732868757259,60.04545454545455,336,-1,0.2486009653215021
397,38,0.46984126984126984,61.63157894736842,367,-1,0.24851016267656384
652,7,0.3333333333333333,75.28571428571429,20,-1,0.24833309200393844
95,48,0.40193236714975844,71.29166666666667,503,-1,0.24817971113177417
346,29,0.4188034188034188,91.96551724137932,202,-1,0.24814435390374123
568,30,0.48148148148148145,85.63333333333334,236,-1,0.24810838833747118
406,30,0.4973544973544973,54.4,237,-1,0.24801899656392812
202,7,0.47619047619047616,60.142857142857146,24,-1,0.2477407553156165
399,18,0.49673202614379086,83.16666666666667,109,-1,0.24773314466682184
663,20,0.5490196078431373,73.7,115,-1,0.24769220127816877
886,11,0.5636363636363636,64.45454545454545,51,-1,0.24737060283252027
250,35,0.5113636363636364,69.08571428571429,337,-1,0.24702800506972922
99,29,0.5014245014245015,85.03448275862068,228,-1,0.2470163715307674
143,51,0.3120748299319728,84.3529411764706,463,-1,0.24696472783908446
214,53,0.32862745098039214,83.54716981132076,520,-1,0.2469455634574218
596,7,0.5,66.71428571428571,15,-1,0.2468585018444468
651,19,0.27205882352941174,73.57894736842105,69,-1,0.24684248106308915
38,47,0.39595959595959596,61.319148936170215,479,-1,0.24682197526054978
150,39,0.46996996996997,71.05128205128206,387,-1,0.24677489869963587
539,8,0.39285714285714285,85.75,25,-1,0.24647764047014786
835,7,0.5238095238095238,63.42857142857143,23,-1,0.2464519684601733
350,25,0.34782608695652173,50.68,131,-1,0.24643492327406974
273,31,0.5024630541871922,56.83870967741935,260,-1,0.24631633338575165
567,6,0.3333333333333333,60.166666666666664,10,-1,0.24629982136634043
587,16,0.5824175824175825,61.375,82,-1,0.2462167432190538
112,21,0.34502923976608185,48.23809523809524,97,-1,0.24621379914650304
686,10,0.37777777777777777,88.3,37,-1,0.24620674517724844
484,22,0.43157894736842106,92.18181818181819,122,-1,0.2461130457837108
501,14,0.5494505494505495,73.21428571428571,76,-1,0.24603002171650135
374,22,0.5263157894736842,51.72727272727273,135,-1,0.24598306419367405
240,22,0.5736842105263158,68.04545454545455,149,-1,0.24590895587162986
516,15,0.5769230769230769,57.2,71,-1,0.24574663080450881
122,27,0.3333333333333333,50.111111111111114,148,-1,0.24569051321570123
462,32,0.31494252873563217,88.4375,194,-1,0.24567398734944024
266,33,0.3913978494623656,50.57575757575758,234,-1,0.2455953541374009
519,23,0.24285714285714285,65.47826086956522,90,-1,0.2453846592651412
331,24,0.2318840579710145,64.66666666666667,109,-1,0.24523894624725773
627,16,0.2857142857142857,84.875,52,-1,0.2450466679149529
777,21,0.2573099415204678,55.476190476190474,79,-1,0.2450373542729542
847,29,0.5299145299145299,55.55172413793103,240,-1,0.24493188939474558
934,4,0.3333333333333333,69.25,8,-1,0.2448266984028027
714,25,0.49407114624505927,86.8,171,-1,0.24471397614649587
327,33,0.33548387096774196,93.27272727272727,215,-1,0.24456229206837965
705,9,0.5238095238095238,79.77777777777777,26,-1,0.24439429750477032
259,31,0.270935960591133,55.45161290322581,160,-1,0.24427035108002926
85,39,0.26576576576576577,60.38461538461539,241,-1,0.24412304761111137
90,29,0.4131054131054131,94.06896551724138,198,-1,0.24411114773940612
0,44,0.2764227642276423,62.15909090909091,314,-1,0.24391029261128566
953,16,0.325,48.375,70,-1,0.2438586964517086
437,41,0.4358974358974359,57.53658536585366,400,-1,0.2436340452906987
314,52,0.3657142857142857,85.88461538461539,537,-1,0.24337580350477156
413,30,0.544973544973545,73.26666666666667,260,-1,0.2433258861915763
551,20,0.4263157894736842,94.8,118,-1,0.24326335719473668
442,28,0.5661538461538461,62.642857142857146,235,-1,0.24322552684169663
936,27,0.30666666666666664,51.22222222222222,139,-1,0.24311681103009375
219,18,0.41830065359477125,93.83333333333333,100,-1,0.2430554300421382
483,46,0.2653276955602537,72.84782608695652,332,-1,0.24297779417137255
810,17,0.23529411764705882,69.05882352941177,63,-1,0.24297701205898903
31,50,0.4122340425531915,80.86,559,-1,0.24293602800877695
146,30,0.26455026455026454,76.9,150,-1,0.24290754384091584
47,51,0.41241496598639454,80.01960784313725,583,-1,0.24282610515739628
79,44,0.3240418118466899,89.70454545454545,349,-1,0.2426527882134893
791,6,0.4,55.5,17,-1,0.24259558559892502
179,55,0.33962264150943394,78.05454545454545,572,-1,0.2424820709725687
175,11,0.5636363636363636,71.9090909090909,53,-1,0.24236841363764355
260,23,0.319047619047619,48.47826086956522,102,-1,0.2419647022948514
103,52,0.403265306122449,66.6923076923077,593,-1,0.241670960764032
717,11,0.3055555555555556,89.9090909090909,29,-1,0.24165446755812942
590,29,0.5698005698005698,66.55172413793103,252,-1,0.24164430660590192
71,18,0.6083333333333333,58.55555555555556,101,-1,0.2412877986570096
429,34,0.5403225806451613,63.5,331,-1,0.24108518518172983
581,32,0.2482758620689655,69.28125,159,-1,0.24100843819855688
530,10,0.24444444444444444,68.7,30,-1,0.24082530329635415
299,25,0.31620553359683795,48.24,119,-1,0.24071296017501903
557,18,0.43790849673202614,95.88888888888889,99,-1,0.24067530985348395
509,55,0.2931785195936139,74.98181818181818,493,-1,0.24045387459565887
544,30,0.36772486772486773,98.0,190,-1,0.24043955566982111
416,3,0.3333333333333333,71.0,7,-1,0.2404131953523433
401,51,0.2619047619047619,74.0,392,-1,0.24038462060250365
241,23,0.5428571428571428,51.0,156,-1,0.24024230881017378
575,11,0.6,69.54545454545455,55,-1,0.2402238511593352
672,15,0.5641025641025641,82.73333333333333,71,-1,0.24008771036141968
228,22,0.38961038961038963,99.4090909090909,131,-1,0.23963857396672167
542,18,0.5882352941176471,69.44444444444444,125,-1,0.23962411685832785
12,58,0.3025974025974026,73.87931034482759,568,-1,0.2394671643245893
276,11,0.25,56.09090909090909,27,-1,0.23946683385171996
223,58,0.3422077922077922,81.25862068965517,626,-1,0.23934486577801978
829,4,0.5,54.5,9,-1,0.23932714199972666
640,19,0.5294117647058824,48.10526315789474,106,-1,0.23924738162068765
171,45,0.4440753045404208,80.68888888888888,486,-1,0.2390206823713853
616,6,0.26666666666666666,62.333333333333336,14,-1,0.23901100917288837
37,37,0.43025210084033616,51.4054054054054,322,-1,0.23897306491652148
779,3,0.3333333333333333,80.33333333333333,7,-1,0.23855412140011928
207,30,0.5052910052910053,86.2,247,-1,0.23846050218538373
760,4,0.5,53.5,11,-1,0.2381980694749301
1,52,0.2653061224489796,69.07692307692308,414,-1,0.23805491918910454
638,26,0.2391304347826087,57.38461538461539,114,-1,0.23800243357817524
931,17,0.5142857142857142,46.35294117647059,84,-1,0.2380003337598473
246,19,0.4485294117647059,43.21052631578947,91,-1,0.23793484077579202
480,46,0.3456659619450317,93.17391304347827,408,-1,0.23775584268407268
984,3,0.3333333333333333,74.33333333333333,6,-1,0.23760887812089254
745,9,0.23809523809523808,61.77777777777778,18,-1,0.23759228282202427
469,19,0.6176470588235294,63.8421052631579,119,-1,0.2374856353631432
418,30,0.46436781609195404,90.7,254,-1,0.2374843938194856
656,11,0.4727272727272727,45.63636363636363,48,-1,0.23718513481066017
569,41,0.3697705802968961,49.97560975609756,341,-1,0.23691645056846244
586,25,0.5133333333333333,86.84,203,-1,0.2368193162767842
208,53,0.4172549019607843,78.43396226415095,631,-1,0.23677651594103466
196,35,0.5473484848484849,69.14285714285714,350,-1,0.23666079139049523
395,42,0.45,86.80952380952381,428,-1,0.23655806100188692
612,56,0.283717679944095,74.83928571428571,501,-1,0.23644453980290098
851,16,0.4725274725274725,41.5,70,-1,0.23616217820075464
387,41,0.3967611336032389,52.0,369,-1,0.23611485479528588
344,19,0.4411764705882353,41.21052631578947,92,-1,0.23608477405895562
426,60,0.3278886872353297,81.2,654,-1,0.23600327695214168
629,4,0.5,52.0,11,-1,0.23599935655634574
376,51,0.4217687074829932,61.27450980392157,591,-1,0.23579757615211222
309,46,0.3118393234672304,54.0,371,-1,0.23566599079264217
32,35,0.5473484848484849,63.57142857142857,354,-1,0.23561769208442668
924,11,0.6,78.9090909090909,55,-1,0.2354097114942082
565,12,0.3787878787878788,41.5,45,-1,0.23535607161921995
451,13,0.48717948717948717,43.92307692307692,62,-1,0.23533754383545386
192,23,0.5904761904761905,54.73913043478261,166,-1,0.2352166142595784
423,41,0.48582995951417,77.8780487804878,438,-1,0.23521362770860432
468,21,0.37142857142857144,101.52380952380952,118,-1,0.2350143013298721
337,40,0.45519203413940257,88.475,393,-1,0.23491954168029267
464,49,0.33950046253469013,91.3061224489796,454,-1,0.23491885659148282
611,26,0.38769230769230767,102.92307692307692,175,-1,0.23479709721356318
372,31,0.41625615763546797,101.19354838709677,224,-1,0.2345677395836011
151,46,0.4619450317124736,76.19565217391305,525,-1,0.234144245309383
441,55,0.3367003367003367,89.65454545454546,601,-1,0.23413217063253905
566,22,0.45021645021645024,41.95454545454545,142,-1,0.23412613620043687
118,32,0.23218390804597702,77.03125,159,-1,0.23398913579745068
465,17,0.20952380952380953,56.23529411764706,49,-1,0.23379999937052331
647,14,0.45454545454545453,99.0,53,-1,0.2337960447570686
582,18,0.4583333333333333,99.22222222222223,83,-1,0.23357017928937868
541,22,0.3473684210526316,101.4090909090909,102,-1,0.23355351309004452
720,25,0.5098814229249012,45.4,166,-1,0.23341644149690888
678,16,0.32967032967032966,42.25,55,-1,0.23339783623899402
534,5,0.6,65.6,15,-1,0.23300554668272483
33,30,0.5793650793650794,69.2,273,-1,0.23296362286770522
739,6,0.4,94.33333333333333,17,-1,0.23291476891127472
597,18,0.23333333333333334,82.22222222222223,59,-1,0.23284060440776083
604,8,0.5357142857142857,89.875,31,-1,0.23280157195528978
641,20,0.4117647058823529,102.6,96,-1,0.23268341045580487
907,14,0.5,42.142857142857146,55,-1,0.23266679442970462
52,26,0.2210144927536232,55.11538461538461,104,-1,0.23265509316825383
178,36,0.31016042780748665,49.5,237,-1,0.23264426851667364
351,62,0.3271186440677966,83.61290322580645,693,-1,0.23259180523793044
639,7,0.4,44.142857142857146,15,-1,0.2324610216757202
384,16,0.6166666666666667,70.8125,105,-1,0.23241797720311153
10,47,0.3154486586493987,92.95744680851064,429,-1,0.23241649333990938
727,4,0.3333333333333333,92.0,10,-1,0.23206515614562656
238,45,0.25249169435215946,60.22222222222222,309,-1,0.23195172108312273
221,61,0.33060109289617484,85.1639344262295,713,-1,0.2319267199971614
472,7,0.3333333333333333,44.857142857142854,20,-1,0.23189871858487748
526,63,0.307103825136612,77.14285714285714,672,-1,0.2318699496417117
952,8,0.5333333333333333,46.75,20,-1,0.23179084575852654
828,29,0.4187192118226601,104.03448275862068,225,-1,0.23159887940343893
278,56,0.350104821802935,87.53571428571429,600,-1,0.2315929818442023
253,42,0.38443670150987225,98.02380952380952,407,-1,0.23154483271368032
26,35,0.5208333333333334,55.457142857142856,337,-1,0.23120975887961703
306,50,0.30407801418439717,90.98,434,-1,0.23120841876383103
664,13,0.2,69.15384615384616,32,-1,0.2311141480826292
812,62,0.29774011299435027,75.03225806451613,638,-1,0.23092406118005027
176,35,0.2537878787878788,53.22857142857143,196,-1,0.2307131360552836
845,32,0.5770114942528736,67.3125,309,-1,0.23066068598012213
921,11,0.6545454545454545,69.0,57,-1,0.23062248748813224
885,5,0.6,75.0,15,-1,0.23046545326535467
29,58,0.3935064935064935,80.27586206896552,711,-1,0.23044582746480735
471,14,0.3516483516483517,101.78571428571429,56,-1,0.2304119310938736
452,42,0.41410256410256413,50.333333333333336,397,-1,0.23038460293082746
343,22,0.5263157894736842,96.95454545454545,141,-1,0.23030091391663005
245,53,0.42901960784313725,84.16981132075472,647,-1,0.23013976129064345
435,16,0.1978021978021978,56.9375,39,-1,0.230134342580609
447,32,0.4436781609195402,47.03125,251,-1,0.23011846293315635
511,24,0.20346320346320346,59.625,89,-1,0.23005062049346275
97,25,0.5573122529644269,49.36,185,-1,0.22987699341453927
970,6,0.4666666666666667,90.66666666666667,18,-1,0.2298075981044317
310,31,0.4236559139784946,102.38709677419355,254,-1,0.22973460381211064
867,4,0.5,89.5,11,-1,0.22969139523822146
466,53,0.30823529411764705,55.886792452830186,483,-1,0.22964429545592602
77,25,0.43333333333333335,103.72,172,-1,0.22960463778598827
379,54,0.3951734539969834,59.46296296296296,623,-1,0.2295842969752706
695,29,0.2222222222222222,71.89655172413794,126,-1,0.22955322955850704
699,26,0.4528985507246377,41.42307692307692,167,-1,0.2295483145747682
815,19,0.6323529411764706,67.05263157894737,120,-1,0.2295460202521165
990,20,0.6210526315789474,67.3,156,-1,0.22944176106540531
364,9,0.5277777777777778,96.0,35,-1,0.22938435758748338
964,5,0.6,57.0,16,-1,0.22938316180669388
694,9,0.19444444444444445,60.44444444444444,23,-1,0.229380431823411
18,56,0.30118798043326345,89.35714285714286,531,-1,0.22927865852690116
939,3,0.3333333333333333,47.333333333333336,7,-1,0.22920350262030786
748,34,0.3649193548387097,103.91176470588235,243,-1,0.22908652923339212
144,15,0.5641025641025641,94.0,70,-1,0.22897581196994998
430,54,0.3378582202111614,92.96296296296296,545,-1,0.22886770247263227
272,49,0.25809435707678074,58.816326530612244,369,-1,0.22883683621560463
1000,6,0.6,79.16666666666667,21,-1,0.2287277698068293
608,30,0.47883597883597884,45.266666666666666,231,-1,0.2286656390569749
341,13,0.6538461538461539,61.15384615384615,73,-1,0.22857410646940218
558,12,0.30303030303030304,41.166666666666664,42,-1,0.22808029654708933
832,27,0.62,66.85185185185185,235,-1,0.2280499374180296
251,38,0.5380952380952381,77.78947368421052,411,-1,0.22795055523990937
912,5,0.5,46.2,14,-1,0.22793547631312444
827,1,0.0,63.0,2,-1,0.22788790466928782
786,11,0.2222222222222222,85.0,26,-1,0.22788450739315375
795,1,0.0,65.0,2,-1,0.22765371477470187
188,41,0.4146341463414634,97.7560975609756,411,-1,0.2276146350075634
871,1,0.0,64.0,2,-1,0.22759592425237374
897,1,0.0,64.0,2,-1,0.22759592425237374
804,12,0.6212121212121212,50.666666666666664,62,-1,0.2275844940806493
506,63,0.2825136612021858,78.34920634920636,629,-1,0.22744096827773347
904,1,0.0,57.0,2,-1,0.22726130423514074
69,64,0.28820729772607084,72.046875,651,-1,0.22707481154186654
824,1,0.0,62.0,2,-1,0.22680094143003154
863,1,0.0,67.0,2,-1,0.22675858735242538
831,1,0.0,59.0,2,-1,0.22654960273721853
1003,1,0.0,59.0,2,-1,0.22654960273721853
996,1,0.0,58.0,2,-1,0.22651722861988627
203,39,0.4426450742240216,95.12820512820512,404,-1,0.2264659249835866
428,29,0.6125356125356125,58.206896551724135,268,-1,0.22639715210945188
888,1,0.0,70.0,2,-1,0.226278183391124
993,1,0.0,56.0,2,-1,0.2262213536046887
135,38,0.5333333333333333,80.73684210526316,408,-1,0.2261917773202734
48,59,0.3283208020050125,59.932203389830505,634,-1,0.22617663414209488
999,1,0.0,71.0,2,-1,0.22592204083033424
577,13,0.44871794871794873,103.6923076923077,58,-1,0.225630697311543
316,47,0.2313131313131313,62.12765957446808,307,-1,0.2255047797406151
